Invoice,Date,Customer,Store
02082588,1996-11-12,06115,London
01017894,1996-11-24,07514,Brimingham
07017905,1996-11-06,05359,Cardiff
00069030,1996-11-28,05108,Plymouth
06090324,1996-11-26,04562,Manchester
05082600,1996-11-12,05992,Cardiff
06060842,1996-11-04,05058,Liverpool
07050637,1996-11-26,03776,Liverpool
02089941,1996-11-04,04234,Cambridge
00030773,1996-11-09,08798,Liverpool
05018147,1996-11-03,08880,Aberdeen
05069740,1996-11-05,01109,Liverpool
06030360,1996-11-12,02245,Cardiff
04065348,1996-11-10,04290,Cardiff
10095656,1996-11-19,05817,Carlisle
07087522,1996-11-23,09170,Southamton
05033066,1996-11-29,07615,Glasgow
03091366,1996-11-12,02093,Dover
10062506,1996-11-29,01527,Felixstowe
02030771,1996-11-14,08020,Manchester
10001709,1996-11-05,00833,Plymouth
02039457,1996-11-11,01192,Newcastle
07075292,1996-11-07,08916,Plymouth
03097289,1996-11-25,00062,Manchester
00046997,1996-11-01,09243,Aberdeen
00097984,1996-11-08,01872,Glasgow
04040093,1996-11-19,09596,Edinburgh
06015800,1996-11-19,00461,Liverpool
07053185,1996-11-12,03934,Glasgow
03016847,1996-11-04,01152,Cambridge
04047294,1996-11-08,03529,Edinburgh
01004856,1996-11-22,09306,Dover
09026432,1996-11-01,09297,Grimsby
01063255,1996-11-30,08180,Edinburgh
00023839,1996-11-13,00652,Grimsby
09095238,1996-11-10,02582,Newcastle
09047541,1996-11-17,08649,Dover
10026587,1996-11-11,07359,Sheffield
04064155,1996-11-07,05852,Aberdeen
01034689,1996-11-13,07962,Swansea
05006314,1996-11-04,08076,Manchester
06003852,1996-11-11,03923,Felixstowe
10032903,1996-11-20,01250,Brimingham
01093762,1996-11-05,09021,Southamton
04050054,1996-11-16,08624,London
10038438,1996-11-13,02430,Plymouth
09079307,1996-11-02,01299,Plymouth
08005997,1996-11-15,04876,London
10005633,1996-11-10,04896,Dover
06099621,1996-11-09,07911,Glasgow
07004039,1996-11-03,03149,Southamton
06010804,1996-11-01,06102,Cambridge
00036978,1996-11-21,03191,Dover
00005535,1996-11-10,00055,Carlisle
10017829,1996-11-13,09926,Southamton
10003151,1996-11-04,07701,Cambridge
00078699,1996-11-09,09979,Southamton
04001244,1996-11-14,05490,Sheffield
01098972,1996-11-06,01356,Grimsby
01044163,1996-11-27,09586,Aberdeen
10044215,1996-11-20,08336,Cambridge
03034750,1996-11-18,03568,Newcastle
05042782,1996-11-23,06051,Cardiff
09059445,1996-11-25,08661,Liverpool
10035636,1996-11-19,08095,Liverpool
05051418,1996-11-17,08119,Brimingham
00015491,1996-11-27,08032,Southamton
07020594,1996-11-02,02542,Edinburgh
09067036,1996-11-12,01885,Sheffield
00094501,1996-11-21,00064,Manchester
04073455,1996-11-09,00578,Liverpool
00054434,1996-11-16,02622,Glasgow
08034836,1996-11-29,07791,Cardiff
08020607,1996-11-16,06851,Cardiff
09059577,1996-11-22,08867,Felixstowe
09074680,1996-11-04,06443,Southamton
00055735,1996-11-26,07488,Carlisle
02004046,1996-11-01,07881,Aberdeen
05082564,1996-11-09,03713,Grimsby
05029967,1996-11-01,07909,Carlisle
03091359,1996-11-04,02772,Newcastle
05030471,1996-11-01,02600,Aberdeen
10071582,1996-11-19,05591,Glasgow
01041349,1996-11-12,08084,Glasgow
02041798,1996-11-29,05537,Southamton
04012357,1996-11-12,03332,Manchester
03042666,1996-11-25,01254,Southamton
09094157,1996-11-09,03987,Felixstowe
07091621,1996-11-20,04074,Cambridge
06040706,1996-11-23,01639,Carlisle
05074219,1996-11-15,09666,Plymouth
05028102,1996-11-26,02345,Felixstowe
10085522,1996-11-19,05865,Plymouth
06036948,1996-11-30,04458,Cardiff
08034162,1996-11-29,09208,Cardiff
06042907,1996-11-01,08184,Felixstowe
05041826,1996-11-13,00076,Cardiff
10054583,1996-11-06,03215,Newcastle
08079832,1996-11-26,03425,Edinburgh
01027226,1996-11-25,04606,Brimingham
06055746,1996-11-30,06928,Dover
06053380,1996-11-26,05507,Manchester
01083362,1996-11-03,06362,Aberdeen
08014900,1996-11-01,01157,Grimsby
04027743,1996-11-18,02966,Grimsby
01028899,1996-11-04,05998,Plymouth
06037177,1996-11-14,09712,Cardiff
03048969,1996-11-15,03874,Brimingham
04099061,1996-11-17,06864,Felixstowe
01029110,1996-11-17,09162,Dover
08021859,1996-11-22,09512,Plymouth
05046519,1996-11-30,07825,Southamton
00097889,1996-11-17,04904,Brimingham
06092417,1996-11-06,03167,Liverpool
04022144,1996-11-16,09991,Manchester
04003477,1996-11-21,05066,Felixstowe
00013671,1996-11-29,02570,Grimsby
07049594,1996-11-03,01041,Southamton
06069922,1996-11-09,01280,Brimingham
10072060,1996-11-20,09766,Newcastle
02021419,1996-11-18,07705,Liverpool
05077736,1996-11-11,03295,Grimsby
06058341,1996-11-18,04748,Edinburgh
05051727,1996-11-18,05671,Southamton
07032631,1996-11-20,02618,Liverpool
02074756,1996-11-12,05225,Cambridge
07055937,1996-11-17,03852,Edinburgh
09019750,1996-11-13,03846,Newcastle
09045984,1996-11-29,09627,Dover
10082866,1996-11-03,06754,Southamton
01011345,1996-11-30,08159,Felixstowe
10039238,1996-11-20,04936,Carlisle
01073517,1996-11-09,03486,London
08035270,1996-11-02,00058,Glasgow
00009435,1996-11-25,06272,Felixstowe
03090555,1996-11-25,01368,Manchester
08042506,1996-11-12,06161,London
05006512,1996-11-20,09204,London
00063448,1996-11-22,03082,Carlisle
04088909,1996-11-12,04697,London
05067147,1996-11-08,06022,London
00064330,1996-11-30,03261,Liverpool
10013954,1996-11-17,07302,Newcastle
08058733,1996-11-01,03919,Brimingham
10077188,1996-11-25,04233,Southamton
03048510,1996-11-15,09439,Brimingham
03013221,1996-11-07,08393,Sheffield
08093143,1996-11-23,01966,Newcastle
10020589,1996-11-22,08004,Sheffield
10052313,1996-11-01,03482,Dover
08008764,1996-11-06,04164,Plymouth
01033559,1996-11-16,05193,Swansea
00090424,1996-11-18,08857,Plymouth
05059281,1996-11-09,00032,Dover
04032471,1996-11-24,09074,Plymouth
00074791,1996-11-16,04470,Aberdeen
08051718,1996-11-15,04627,Manchester
09016565,1996-11-28,04754,Swansea
08039372,1996-11-29,09756,Plymouth
08038933,1996-11-23,03001,Newcastle
10069747,1996-11-12,07699,Aberdeen
00041769,1996-11-30,03224,Brimingham
02095759,1996-11-16,09059,Plymouth
01070015,1996-11-26,04195,Dover
06017215,1996-11-30,09741,Glasgow
03028586,1996-11-14,05736,Sheffield
08035510,1996-11-24,07203,London
09027550,1996-11-29,04748,Liverpool
00060752,1996-11-24,01921,Plymouth
07053454,1996-11-20,08703,Plymouth
01028590,1996-11-08,05761,Dover
05097757,1996-11-12,08998,Sheffield
06046533,1996-11-24,01912,Manchester
01000425,1996-11-06,05676,Carlisle
10058618,1996-11-04,03440,Cambridge
02031296,1996-11-11,06443,Edinburgh
10015545,1996-11-24,05656,London
02099147,1996-11-17,02686,Dover
01059340,1996-11-19,03939,Southamton
08095195,1996-11-14,09062,Liverpool
10031834,1996-11-29,06184,Southamton
01030038,1996-11-04,09258,Manchester
08015659,1996-11-29,01660,Grimsby
06011477,1996-11-18,04210,Dover
06068891,1996-11-02,08182,Cardiff
05044806,1996-11-12,04375,Manchester
08036952,1996-11-20,00401,Swansea
07045776,1996-11-10,07775,Carlisle
10026565,1996-11-25,08419,Edinburgh
07064485,1996-11-27,08608,Edinburgh
02030679,1996-11-27,01038,Sheffield
09045383,1996-11-04,02043,Dover
02049323,1996-11-13,05530,Edinburgh
02060502,1996-11-08,04002,Aberdeen
04052370,1996-11-24,04583,Newcastle
05007501,1996-11-17,06294,Plymouth
01070790,1996-11-04,06549,Glasgow
07040322,1996-11-22,02304,Liverpool
04035798,1996-11-21,00192,Aberdeen
08087341,1996-11-12,01770,Plymouth
07022315,1996-11-29,00596,London
06041948,1996-11-27,09381,Sheffield
09075355,1996-11-15,05650,Felixstowe
06010698,1996-11-16,04038,Southamton
10011148,1996-11-03,09569,Sheffield
05065371,1996-11-26,09226,Carlisle
00080315,1996-11-19,06520,Plymouth
10092399,1996-11-12,05909,Brimingham
08071345,1996-11-07,05337,Manchester
06068572,1996-11-26,05550,Felixstowe
07069748,1996-11-21,09924,Newcastle
05037435,1996-11-23,02826,Edinburgh
01099038,1996-11-24,05251,Dover
01007759,1996-11-06,05675,Glasgow
00086339,1996-11-20,00180,Glasgow
07071630,1996-11-15,06590,Liverpool
09012551,1996-11-05,00682,Southamton
03070821,1996-11-12,06397,Plymouth
00011059,1996-11-08,00420,Swansea
04047913,1996-11-12,07818,Grimsby
02034834,1996-11-05,01477,Dover
00076233,1996-11-27,09077,London
01014916,1996-11-17,01493,Newcastle
05053639,1996-11-22,04458,Southamton
06080695,1996-11-25,05332,Plymouth
09018897,1996-11-28,01791,Liverpool
08075990,1996-11-05,01665,Edinburgh
08012694,1996-11-02,06304,Aberdeen
02038123,1996-11-07,00295,London
00073395,1996-11-12,07779,Newcastle
10016420,1996-11-08,00731,Newcastle
06027998,1996-11-23,08246,Southamton
03024462,1996-11-06,03827,Swansea
09044651,1996-11-18,01247,Sheffield
04020212,1996-11-30,07604,Edinburgh
08014969,1996-11-30,06933,Southamton
03094688,1996-11-27,00709,Sheffield
08071853,1996-11-08,05421,Dover
04025425,1996-11-06,09171,Southamton
03062135,1996-11-13,09323,London
02081778,1996-11-02,09191,Newcastle
04033876,1996-11-30,05272,Brimingham
04020575,1996-11-24,05453,Liverpool
04020371,1996-11-05,09939,Plymouth
06081033,1996-11-26,05083,Brimingham
09099088,1996-11-15,03085,Swansea
06005747,1996-11-19,02244,Newcastle
01016673,1996-11-29,07852,Cardiff
07004017,1996-11-24,07640,Felixstowe
05052482,1996-11-08,07689,Plymouth
02061686,1996-11-15,07388,Liverpool
08097499,1996-11-12,02232,Glasgow
01028837,1996-11-07,07152,Felixstowe
06004103,1996-11-22,05050,Felixstowe
04078703,1996-11-20,06078,Cambridge
10024146,1996-11-24,02425,Grimsby
02045075,1996-11-26,08813,Carlisle
05056140,1996-11-11,08365,Swansea
01086455,1996-11-11,05731,Manchester
05043781,1996-11-21,07445,Grimsby
00087720,1996-11-19,01508,Carlisle
06012853,1996-11-07,09186,Brimingham
07016426,1996-11-25,00627,Liverpool
00011032,1996-11-23,04250,Newcastle
02027521,1996-11-04,05209,London
00010239,1996-11-19,09628,Southamton
06098464,1996-11-07,07476,Liverpool
07010376,1996-11-11,03996,Sheffield
09093966,1996-11-25,01710,Swansea
04091029,1996-11-16,00137,Aberdeen
04082307,1996-11-05,06699,Felixstowe
00085470,1996-11-27,09316,Newcastle
05057837,1996-11-26,09916,Manchester
02092882,1996-11-25,00207,Newcastle
06022878,1996-11-28,05977,Manchester
06028355,1996-11-10,01072,Dover
03067848,1996-11-12,00762,Dover
00017246,1996-11-27,07733,Sheffield
06032460,1996-11-23,02532,Carlisle
08039352,1996-11-14,04749,Manchester
03024892,1996-11-15,09139,Plymouth
06041727,1996-11-16,06044,Cambridge
09037187,1996-11-28,00233,Aberdeen
08092415,1996-11-27,06353,Felixstowe
10081677,1996-11-09,07624,Southamton
04029950,1996-11-20,00476,Manchester
09078463,1996-11-14,07949,Felixstowe
07068594,1996-11-22,01057,London
00011312,1996-11-20,07352,Swansea
05049532,1996-11-03,04991,Cardiff
06087747,1996-11-02,04518,Dover
10044443,1996-11-25,03680,Felixstowe
06044809,1996-11-26,06993,Sheffield
08043222,1996-11-21,01678,Manchester
01009114,1996-11-16,05071,Cardiff
00022834,1996-11-01,01946,Brimingham
03061544,1996-11-05,03354,Manchester
04070194,1996-11-28,07651,Southamton
03057769,1996-11-22,09530,Manchester
03083335,1996-11-17,00445,Grimsby
09022177,1996-11-10,06548,Southamton
00030431,1996-11-11,03161,Felixstowe
03001950,1996-11-03,00992,Felixstowe
01017751,1996-11-15,07335,Carlisle
06044142,1996-11-07,04075,Cambridge
04032658,1996-11-12,05157,Felixstowe
01005014,1996-11-11,00711,Grimsby
02000779,1996-11-01,02980,Southamton
02025680,1996-11-11,02202,Felixstowe
07020792,1996-11-07,09754,Swansea
07082888,1996-11-06,05317,London
04080143,1996-11-19,05446,Plymouth
10047557,1996-11-26,08793,Aberdeen
09084240,1996-11-12,04673,Carlisle
09044615,1996-11-07,05665,Carlisle
03035724,1996-11-21,09241,Edinburgh
05090910,1996-11-18,01484,Dover
06040803,1996-11-23,08009,Aberdeen
01076489,1996-11-04,04931,Cambridge
01064982,1996-11-18,04538,Felixstowe
10019991,1996-11-11,09640,Cambridge
06066244,1996-11-26,07548,Cardiff
04095851,1996-11-09,01490,Dover
04065292,1996-11-09,09101,Liverpool
00059217,1996-11-16,03247,Edinburgh
05008682,1996-11-04,05054,Grimsby
00088512,1996-11-04,08737,Glasgow
03055633,1996-11-04,08262,Brimingham
03012483,1996-11-09,03418,Liverpool
04019583,1996-11-29,07964,Newcastle
06023522,1996-11-30,03056,Swansea
08041125,1996-11-13,00286,Brimingham
05046747,1996-11-02,03595,Felixstowe
00084981,1996-11-15,07025,Felixstowe
08045122,1996-11-10,04883,Aberdeen
00030144,1996-11-06,06564,Edinburgh
10025786,1996-11-06,06139,Southamton
09049060,1996-11-12,02296,Sheffield
10047507,1996-11-21,03041,Newcastle
04039809,1996-11-29,09823,Carlisle
02064985,1996-11-27,06437,Manchester
02034811,1996-11-07,06809,Felixstowe
03012144,1996-11-30,09809,Grimsby
00001653,1996-11-03,08034,Cambridge
06089923,1996-11-01,01985,Brimingham
00075858,1996-11-07,09774,Glasgow
00004314,1996-11-17,02313,Grimsby
07063015,1996-11-23,08318,Dover
05013063,1996-11-22,02089,Plymouth
02091059,1996-11-20,06312,Newcastle
06036044,1996-11-06,02718,Aberdeen
03029458,1996-11-28,08266,Swansea
08019650,1996-11-07,08725,Edinburgh
04083907,1996-11-02,07865,Brimingham
06036156,1996-11-14,04561,Aberdeen
08016582,1996-11-18,05590,Aberdeen
00085097,1996-11-29,05748,Felixstowe
06003582,1996-11-23,00426,Felixstowe
08093742,1996-11-19,00304,Grimsby
04059481,1996-11-08,07931,London
05032405,1996-11-15,00941,Plymouth
10075701,1996-11-07,03448,Plymouth
08069968,1996-11-22,00879,Carlisle
03085927,1996-11-07,05819,Edinburgh
07036749,1996-11-13,07051,Swansea
07026572,1996-11-29,08286,Grimsby
03099442,1996-11-22,02373,Swansea
07044826,1996-11-30,01432,London
08029308,1996-11-19,07865,Cambridge
08033023,1996-11-22,07535,Dover
01019613,1996-11-22,01197,Sheffield
02010577,1996-11-20,01785,Manchester
10065563,1996-11-17,05826,Carlisle
06047632,1996-11-07,00213,Cardiff
08081522,1996-11-09,00108,Southamton
10048030,1996-11-23,00927,Glasgow
02024607,1996-11-04,07690,Felixstowe
02088493,1996-11-19,09782,Dover
01098496,1996-11-13,01511,Sheffield
07037678,1996-11-28,08807,Manchester
02011302,1996-11-24,04865,Sheffield
06051160,1996-11-28,01114,Swansea
05001760,1996-11-22,04395,Cardiff
04072905,1996-11-17,00643,Swansea
09072688,1996-11-15,02852,Newcastle
03011508,1996-11-09,05024,Edinburgh
01044842,1996-11-11,08754,Glasgow
01079584,1996-11-05,07769,Swansea
09006581,1996-11-11,09601,Sheffield
00043398,1996-11-23,06054,Brimingham
08073004,1996-11-18,09277,Carlisle
04076782,1996-11-06,08913,Grimsby
07017736,1996-11-01,03506,Sheffield
06081388,1996-11-10,06171,London
00059652,1996-11-08,00473,Aberdeen
10018108,1996-11-23,09570,Manchester
08097395,1996-11-21,09804,Grimsby
00018728,1996-11-24,08897,London
07077907,1996-11-18,08067,Plymouth
07027925,1996-11-29,00912,Glasgow
04045255,1996-11-23,00802,Newcastle
09001374,1996-11-24,02493,Liverpool
03090758,1996-11-09,05803,Glasgow
05062685,1996-11-11,01728,Aberdeen
07015714,1996-11-30,08269,Grimsby
00085305,1996-11-02,01183,Brimingham
08058439,1996-11-21,00204,Cambridge
08052985,1996-11-12,03350,Southamton
00075660,1996-11-20,09936,Glasgow
08048329,1996-11-09,09197,Dover
06086138,1996-11-02,03367,Newcastle
05090696,1996-11-11,08391,Carlisle
02088367,1996-11-11,01296,Southamton
03020546,1996-11-24,04313,Southamton
02014578,1996-11-25,08209,Carlisle
09056518,1996-11-21,07130,Grimsby
05046482,1996-11-12,01052,Newcastle
03055327,1996-11-07,05744,London
07087442,1996-11-09,03339,Swansea
09097100,1996-11-12,03803,Sheffield
09078064,1996-11-02,07809,Manchester
06026977,1996-11-06,05149,Cambridge
03072094,1996-11-04,03002,Liverpool
01094147,1996-11-15,07055,Glasgow
01047985,1996-11-13,06004,Brimingham
04091165,1996-11-20,01840,Dover
00017360,1996-11-26,06732,Cambridge
10066291,1996-11-06,03188,Manchester
09026148,1996-11-26,06393,Grimsby
02017031,1996-11-17,07110,Glasgow
00042702,1996-11-02,08100,Plymouth
05082421,1996-11-13,06161,Brimingham
02036339,1996-11-05,02333,Swansea
06014735,1996-11-28,05264,Manchester
01038744,1996-11-09,04216,Glasgow
03095004,1996-11-16,03428,Liverpool
03007786,1996-11-18,05735,Grimsby
02061843,1996-11-28,09197,Plymouth
09081103,1996-11-02,00985,Plymouth
00019622,1996-11-11,00447,Swansea
06077949,1996-11-04,09380,Sheffield
09023782,1996-11-05,00785,Cardiff
07086745,1996-11-14,02906,Brimingham
05073758,1996-11-29,01714,Cambridge
08026235,1996-11-03,05928,Carlisle
10037070,1996-11-02,09665,Liverpool
04090225,1996-11-26,01871,Cardiff
07015646,1996-11-19,03603,Glasgow
09074855,1996-11-15,02164,Glasgow
02049166,1996-11-15,06231,Grimsby
01073102,1996-11-30,06796,Carlisle
05047986,1996-11-13,05979,Felixstowe
07048798,1996-11-27,03000,Sheffield
09019721,1996-11-24,07973,Grimsby
00036216,1996-11-15,00745,London
02086043,1996-11-19,00555,Aberdeen
09067496,1996-11-11,00881,Dover
08009929,1996-11-01,03907,London
07093089,1996-11-02,08289,Plymouth
09035921,1996-11-03,03001,Cambridge
08078454,1996-11-11,06729,Liverpool
01023743,1996-11-25,07884,Cambridge
01050603,1996-11-04,06623,Aberdeen
02058953,1996-11-13,02766,London
00027846,1996-11-18,00884,Brimingham
06003566,1996-11-07,01217,Swansea
06010861,1996-11-26,02151,Carlisle
04025383,1996-11-23,06298,Dover
00040931,1996-11-26,05293,Sheffield
03023455,1996-11-24,00170,Dover
00054538,1996-11-12,04806,Manchester
08075568,1996-11-16,01773,Newcastle
06004561,1996-11-04,08233,Felixstowe
03070559,1996-11-12,04178,Brimingham
07057735,1996-11-08,02532,Felixstowe
07093489,1996-11-26,01032,Edinburgh
06005545,1996-11-17,08287,Brimingham
05091581,1996-11-01,08559,Cambridge
10025576,1996-11-13,03386,Cambridge
09054424,1996-11-25,07788,Glasgow
10090779,1996-11-14,07540,Grimsby
06043792,1996-11-21,09057,Dover
07022697,1996-11-13,07405,Swansea
06076491,1996-11-24,06733,Plymouth
01071864,1996-11-25,02777,Cardiff
08036829,1996-11-15,03609,Plymouth
05056366,1996-11-23,09256,Southamton
02036697,1996-11-11,05653,Felixstowe
04089316,1996-11-21,04876,Cambridge
07008468,1996-11-30,07724,London
06082089,1996-11-24,07289,Manchester
07087739,1996-11-15,09120,London
09056663,1996-11-15,05431,Liverpool
06062510,1996-11-30,05271,Felixstowe
08064376,1996-11-01,03518,Liverpool
06047944,1996-11-15,01005,Newcastle
07064536,1996-11-27,01993,Dover
09057539,1996-11-19,07117,Plymouth
04026727,1996-11-03,05149,Liverpool
09038783,1996-11-16,01587,Cambridge
08056342,1996-11-18,01283,Edinburgh
05025581,1996-11-09,06766,Southamton
06070629,1996-11-17,01106,Plymouth
04027569,1996-11-02,01572,Manchester
09094132,1996-11-14,09339,Grimsby
07092807,1996-11-26,05206,Liverpool
07052381,1996-11-21,09767,Dover
09025573,1996-11-06,00986,Carlisle
04030526,1996-11-08,03551,Cardiff
10039159,1996-11-02,02448,Liverpool
10083001,1996-11-24,00852,Manchester
08081754,1996-11-28,07246,Newcastle
06073924,1996-11-20,06194,Cardiff
10007311,1996-11-05,08125,Cardiff
05095896,1996-11-12,05039,Felixstowe
05011356,1996-11-29,04656,Plymouth
05083359,1996-11-15,04484,Plymouth
06059469,1996-11-01,08410,Grimsby
05092544,1996-11-22,08660,Dover
01096290,1996-11-14,03425,Newcastle
05004662,1996-11-15,06681,Glasgow
09095201,1996-11-24,06025,Glasgow
06083476,1996-11-27,05831,Cambridge
00082475,1996-11-05,07704,Cardiff
04006761,1996-11-30,01127,Swansea
02021881,1996-11-09,02613,Cardiff
10086484,1996-11-13,00363,Grimsby
06013014,1996-11-08,06779,Plymouth
00065912,1996-11-06,04568,Cambridge
10046995,1996-11-01,00821,Plymouth
04074083,1996-11-16,03381,Cambridge
02050105,1996-11-28,03638,Cambridge
03071850,1996-11-21,05875,Aberdeen
07047538,1996-11-25,06210,Cambridge
00048155,1996-11-10,02492,Manchester
00058275,1996-11-18,03453,Southamton
01001002,1996-11-08,08460,Manchester
05006941,1996-11-09,07829,Cambridge
10089857,1996-11-16,07959,Felixstowe
00011553,1996-11-30,02317,Liverpool
02049148,1996-11-27,05245,Dover
10032761,1996-11-08,00437,London
09064832,1996-11-10,02884,London
00034439,1996-11-17,03235,Cambridge
01050205,1996-11-02,08866,Brimingham
05080118,1996-11-12,06391,Dover
04054490,1996-11-15,07073,Manchester
10094186,1996-11-16,07815,Brimingham
05049345,1996-11-06,08884,Edinburgh
05069083,1996-11-01,08104,Swansea
02097914,1996-11-21,09299,Carlisle
07042323,1996-11-15,01614,Manchester
06010456,1996-11-01,08591,London
04043919,1996-11-28,09204,Brimingham
07028088,1996-11-07,02232,Aberdeen
10008608,1996-11-27,05909,Aberdeen
00094266,1996-11-19,00713,Plymouth
00014208,1996-11-21,08245,Cardiff
05018024,1996-11-01,03602,Aberdeen
10001821,1996-11-05,02517,Sheffield
05045821,1996-11-25,08827,Newcastle
01008274,1996-11-25,08337,Cardiff
03042220,1996-11-02,08460,Newcastle
06054740,1996-11-19,04167,Brimingham
08080785,1996-11-10,09349,Southamton
00009119,1996-11-18,02927,Grimsby
10022890,1996-11-02,07221,Brimingham
03089698,1996-11-04,02185,London
03088413,1996-11-21,04660,Southamton
07052286,1996-11-09,05375,Swansea
03000220,1996-11-03,05366,London
04044176,1996-11-25,04903,Liverpool
01082732,1996-11-28,01265,Glasgow
00060944,1996-11-28,08651,Aberdeen
04084218,1996-11-01,03935,Grimsby
04046279,1996-11-18,05351,Southamton
02028189,1996-11-23,08246,Felixstowe
10035714,1996-11-16,03204,Sheffield
07018439,1996-11-04,06342,Grimsby
07003095,1996-11-13,08872,Carlisle
04077981,1996-11-10,08648,Liverpool
10033430,1996-11-19,03536,Liverpool
06084523,1996-11-29,04328,Dover
00018371,1996-11-18,05778,London
09061790,1996-11-27,08693,Swansea
10014280,1996-11-05,08245,Manchester
01092745,1996-11-20,05837,Swansea
07057898,1996-11-29,05488,Swansea
07080544,1996-11-29,08490,Newcastle
04017684,1996-11-04,06973,London
07020094,1996-11-15,06343,London
01016298,1996-11-07,08046,Grimsby
00032211,1996-11-08,01206,Brimingham
06092348,1996-11-05,09703,Carlisle
09098262,1996-11-06,08083,Glasgow
04082282,1996-11-24,03987,Felixstowe
06016317,1996-11-16,03459,Cambridge
05091899,1996-11-14,05162,Liverpool
05016924,1996-11-24,00652,London
07073138,1996-11-25,03993,Felixstowe
03077015,1996-11-23,01699,Glasgow
08085980,1996-11-14,03415,Cambridge
09040882,1996-11-23,05002,Swansea
01000591,1996-11-26,07952,Carlisle
08074556,1996-11-15,09442,Cambridge
06025637,1996-11-12,00308,Grimsby
04008534,1996-11-21,09748,Edinburgh
04042931,1996-11-16,02395,Manchester
01066540,1996-11-19,09383,Dover
09033126,1996-11-19,09384,London
07051060,1996-11-11,06319,Edinburgh
03079571,1996-11-05,06176,Dover
00034605,1996-11-26,09563,Dover
02011628,1996-11-03,07124,Brimingham
09037857,1996-11-01,08618,Manchester
00067715,1996-11-04,02832,Cardiff
07087007,1996-11-11,03426,Newcastle
00039787,1996-11-21,09533,Liverpool
08063912,1996-11-23,03092,Newcastle
03088575,1996-11-21,00255,Brimingham
01064152,1996-11-25,00037,Felixstowe
03020735,1996-11-30,03786,Glasgow
05082845,1996-11-17,01311,Aberdeen
01044324,1996-11-01,04734,Newcastle
05031133,1996-11-30,07127,Edinburgh
02082663,1996-11-09,09241,Swansea
05014270,1996-11-11,06386,Swansea
10093214,1996-11-15,06662,Grimsby
00067997,1996-11-29,03082,Newcastle
07081889,1996-11-25,01092,Carlisle
05084971,1996-11-15,06227,Manchester
08065683,1996-11-13,06368,Cardiff
01046243,1996-11-16,00920,Plymouth
00001044,1996-11-17,03790,Plymouth
09023671,1996-11-21,08398,Southamton
02072840,1996-11-16,01592,Newcastle
01077098,1996-11-21,01164,Aberdeen
04034673,1996-11-23,08602,Liverpool
01049110,1996-11-21,08886,Edinburgh
00010957,1996-11-16,07442,Newcastle
07063004,1996-11-11,05976,Swansea
08040965,1996-11-03,04715,Grimsby
00046892,1996-11-11,09133,Cambridge
07060638,1996-11-04,06438,Carlisle
00041479,1996-11-06,09718,Plymouth
05019561,1996-11-29,07213,Edinburgh
01096167,1996-11-27,04848,Edinburgh
00053824,1996-11-14,02826,Edinburgh
07061569,1996-11-20,03484,Dover
10037023,1996-11-22,00245,Swansea
02094003,1996-11-30,00011,Southamton
10095361,1996-11-23,01887,Manchester
09011854,1996-11-07,05887,Plymouth
08098608,1996-11-17,08744,Cambridge
02074646,1996-11-30,00771,Dover
07005599,1996-11-09,02965,Cambridge
01031874,1996-11-02,01487,Cambridge
01046145,1996-11-27,05737,Plymouth
01065684,1996-11-10,02638,Cambridge
05081012,1996-11-18,00458,Aberdeen
10039224,1996-11-11,00638,Edinburgh
06022225,1996-11-19,03593,Brimingham
07048722,1996-11-22,04256,Brimingham
09037021,1996-11-07,09902,Sheffield
00069137,1996-11-21,05071,Swansea
08067150,1996-11-08,09636,Liverpool
06043005,1996-11-20,02575,Cambridge
08008544,1996-11-25,00791,Plymouth
00090815,1996-11-04,07611,Grimsby
00074814,1996-11-10,08145,Aberdeen
07046353,1996-11-24,09783,London
03013161,1996-11-13,04370,Plymouth
09009092,1996-11-28,08119,Felixstowe
02065327,1996-11-26,01882,Dover
05041051,1996-11-25,05571,Cambridge
00034552,1996-11-05,04929,Aberdeen
05050850,1996-11-10,01553,Grimsby
06069564,1996-11-09,07990,Southamton
06091450,1996-11-18,00522,Carlisle
00095548,1996-11-20,05753,Cambridge
06084226,1996-11-13,02383,Cambridge
06091578,1996-11-20,00487,Newcastle
07002718,1996-11-17,06487,Edinburgh
10073080,1996-11-30,08845,Plymouth
05093185,1996-11-17,07591,London
10086712,1996-11-20,09082,Manchester
08029793,1996-11-29,04351,Cardiff
08084742,1996-11-01,02684,Felixstowe
01087537,1996-11-19,00428,Swansea
00041701,1996-11-20,09531,Manchester
10056470,1996-11-10,03803,London
06029354,1996-11-21,04154,Cardiff
07003627,1996-11-24,01213,Cambridge
07029461,1996-11-13,02235,Grimsby
09046834,1996-11-12,06130,Brimingham
07074190,1996-11-15,00253,Newcastle
04086711,1996-11-27,05622,Grimsby
05064320,1996-11-11,00403,Southamton
08092788,1996-11-26,02370,Plymouth
02034167,1996-11-07,04092,Aberdeen
06080160,1996-11-27,03836,Liverpool
04074001,1996-11-14,02782,Edinburgh
03083910,1996-11-06,05564,Aberdeen
10069160,1996-11-06,08506,Sheffield
02051006,1996-11-14,04468,Felixstowe
09075727,1996-11-26,05739,Aberdeen
10025171,1996-11-12,01273,Sheffield
01099881,1996-11-21,09055,Swansea
02004628,1996-11-21,06882,Edinburgh
02055257,1996-11-27,02521,Felixstowe
03062067,1996-11-14,00991,Sheffield
10008452,1996-11-14,01078,Brimingham
