Invoice,Product,Quantity,Price
00040931,Carrots,3.01,0.6
00040931,Lemons,0.86,0.09
03023455,Broccoli,1.57,0.49
03023455,Pork,1.17,2.22
03023455,Sugar,1.0,0.4
03023455,Mushrooms,0.88,2.02
03023455,Grapes,0.73,0.34
03023455,Plums,0.22,0.22
03023455,Fish,1.9,2.66
00054538,Pears,2.07,0.68
00054538,Ham,2.0,3.2
00054538,Cheese,2.0,3.8
08075568,Tuna,2,2.0
08075568,Wine,3,10.2
08075568,Toilet Paper,12,3.0
08075568,Pasta,0.5,0.25
08075568,Tomatos,0.49,0.07
08075568,Lemons,0.89,0.09
08075568,Cereal,1,2.8
06004561,Cooking Oil,3.0,3.6
06004561,Raisins,0.25,0.11
06004561,Milk,1,0.8
06004561,Tomatos,2.06,0.31
06004561,Plums,0.98,0.98
03070559,Apples,2.97,0.89
03070559,Crackers,4,2.8
03070559,Soda,8,8.8
03070559,Sugar,0.5,0.2
07057735,Plums,0.76,0.76
07057735,Beef,2.75,6.05
07057735,Toothpaste,1,0.8
07057735,Bleach,1,0.8
07057735,Peaches,0.74,0.7
07057735,Mushrooms,0.43,0.99
07057735,Sausages,1.5,3.6
07057735,Potatos,4.65,0.56
07057735,Lemons,0.47,0.05
07057735,Cheese,2.0,3.8
07093489,Potatos,3.21,0.39
07093489,Peaches,1.39,1.31
06005545,Pasta,1.0,0.5
06005545,Crackers,3,2.1
05091581,Pasta,2.0,1.0
05091581,Diapers,24,57.6
05091581,Pears,1.76,0.58
05091581,Tuna,5,5.0
05091581,Sugar,2.0,0.8
10025576,Lettuce,3.4,4.25
10025576,Peaches,1.98,1.86
10025576,Crackers,3,2.1
09054424,Detergent,1.0,1.5
09054424,Diapers,8,19.2
09054424,Cooking Oil,3.0,3.6
09054424,Lettuce,3.85,4.81
10090779,Chiken,1.12,2.02
10090779,Oranges,0.86,0.24
10090779,Lettuce,2.57,3.21
10090779,Diapers,16,38.4
10090779,Bleach,3,2.4
10090779,Mushrooms,0.93,2.14
06043792,Carrots,3.87,0.77
06043792,Corn,3.11,0.62
06043792,Cheese,1.5,2.85
06043792,Diapers,40,96.0
06043792,Shampoo,2,6.22
06043792,Lettuce,4.77,5.96
07022697,Soap,5,1.25
07022697,Salt,1.0,0.1
07022697,Wine,1,3.4
07022697,Shampoo,1,3.11
07022697,Cooking Oil,2.5,3.0
07022697,Diapers,8,19.2
06076491,Detergent,0.5,0.75
06076491,Shampoo,2,6.22
06076491,Cheese,1.5,2.85
06076491,Milk,1,0.8
06076491,Cereal,3,8.4
06076491,Chiken,0.83,1.49
06076491,Rice,2.5,1.88
01071864,Cheese,1.0,1.9
01071864,Toothpaste,4,3.2
01071864,Lemons,0.57,0.06
01071864,Grapes,2.37,1.09
01071864,Sausages,1.0,2.4
01071864,Beef,0.91,2.0
01071864,Soda,3,3.3
08036829,Raisins,1,0.45
08036829,Toothpaste,3,2.4
08036829,Potatos,2.52,0.3
08036829,Corn,3.46,0.69
08036829,Salt,1.0,0.1
08036829,Grapes,1.27,0.58
08036829,Rice,4.0,3.0
08036829,Soda,8,8.8
08036829,Ham,1.5,2.4
05056366,Corn,2.2,0.44
05056366,Diapers,48,115.2
05056366,Ham,2.0,3.2
05056366,Wine,2,6.8
05056366,Chiken,3.51,6.32
02036697,Wine,3,10.2
02036697,Oranges,1.21,0.34
02036697,Cheese,1.5,2.85
02036697,Plums,0.89,0.89
02036697,Cereal,3,8.4
02036697,Lemons,0.91,0.09
02036697,Pork,3.15,5.99
02036697,Pasta,1.0,0.5
02036697,Diapers,24,57.6
04089316,Fish,1.37,1.92
04089316,Grapes,1.64,0.75
04089316,Tomatos,2.64,0.4
04089316,Cereal,1,2.8
04089316,Salt,0.25,0.03
04089316,Milk,6,4.8
04089316,Mushrooms,0.75,1.73
04089316,Eggs,12,9.6
04089316,Crackers,1,0.7
04089316,Lemons,0.57,0.06
07008468,Beef,0.64,1.41
07008468,Salt,1.0,0.1
07008468,Lemons,0.62,0.06
06082089,Tuna,6,6.0
06082089,Cheese,2.0,3.8
07087739,Tuna,1,1.0
07087739,Pork,1.8,3.42
07087739,Soda,2,2.2
07087739,Fish,1.46,2.04
07087739,Chiken,3.81,6.86
07087739,Sugar,0.5,0.2
07087739,Diapers,48,115.2
09056663,Carrots,1.07,0.21
09056663,Crackers,6,4.2
09056663,Detergent,1.0,1.5
09056663,Peaches,2.25,2.11
06062510,Grapes,1.32,0.61
06062510,Detergent,2.0,3.0
06062510,Apples,2.15,0.64
06062510,Sugar,1.0,0.4
06062510,Cooking Oil,1.5,1.8
08064376,Water,2,0.44
06047944,Tuna,2,2.0
06047944,Cheese,1.0,1.9
06047944,Pasta,1.5,0.75
06047944,Wine,1,3.4
06047944,Water,6,1.32
07064536,Shampoo,1,3.11
09057539,Toothpaste,3,2.4
09057539,Ham,2.0,3.2
09057539,Cookies,4,4.4
09057539,Salt,0.5,0.05
09057539,Pasta,1.0,0.5
04026727,Sugar,2.0,0.8
04026727,Peas,1.62,0.49
04026727,Eggs,12,9.6
04026727,Fish,1.72,2.41
04026727,Cookies,5,5.5
04026727,Toilet Paper,6,1.5
04026727,Beef,2.08,4.58
04026727,Crackers,2,1.4
04026727,Wine,1,3.4
04026727,Broccoli,0.51,0.16
09038783,Beef,2.32,5.1
09038783,Bleach,2,1.6
09038783,Cookies,4,4.4
08056342,Plums,0.38,0.38
08056342,Salt,0.75,0.08
08056342,Toothpaste,1,0.8
08056342,Peas,1.17,0.35
08056342,Raisins,0.5,0.23
05025581,Oranges,1.08,0.3
05025581,Beef,1.0,2.2
06070629,Cheese,0.5,0.95
06070629,Milk,3,2.4
06070629,Salt,0.5,0.05
06070629,Apples,1.69,0.51
04027569,Pears,2.12,0.7
04027569,Tuna,1,1.0
04027569,Water,5,1.1
04027569,Oranges,0.72,0.2
04027569,Broccoli,0.67,0.21
04027569,Chiken,1.95,3.51
04027569,Diapers,48,115.2
04027569,Lemons,0.59,0.06
04027569,Pork,2.0,3.8
04027569,Tomatos,1.14,0.17
09094132,Cooking Oil,1.0,1.2
07092807,Pears,1.9,0.63
07092807,Fish,1.31,1.83
07092807,Tuna,5,5.0
07092807,Tomatos,1.65,0.25
07052381,Cheese,0.5,0.95
07052381,Chiken,2.0,3.6
07052381,Detergent,1.0,1.5
07052381,Tomatos,0.25,0.04
07052381,Sausages,1.0,2.4
09025573,Salt,0.5,0.05
09025573,Plums,0.54,0.54
09025573,Grapes,0.53,0.24
09025573,Corn,1.24,0.25
09025573,Milk,6,4.8
09025573,Apples,0.51,0.15
09025573,Beef,1.03,2.27
09025573,Chiken,0.66,1.19
04030526,Potatos,4.44,0.53
04030526,Crackers,3,2.1
04030526,Pears,1.92,0.63
04030526,Raisins,0.25,0.11
04030526,Pork,2.24,4.26
04030526,Toothpaste,3,2.4
04030526,Soap,2,0.5
04030526,Sausages,1.5,3.6
10039159,Lemons,0.56,0.06
10039159,Water,4,0.88
10039159,Crackers,5,3.5
10039159,Detergent,1.0,1.5
10083001,Cooking Oil,1.0,1.2
10083001,Salt,0.75,0.08
10083001,Cereal,1,2.8
10083001,Milk,3,2.4
10083001,Water,3,0.66
10083001,Toilet Paper,18,4.5
10083001,Fish,0.71,0.99
10083001,Raisins,0.5,0.23
08081754,Corn,0.92,0.18
08081754,Bleach,2,1.6
08081754,Fish,0.62,0.87
08081754,Detergent,2.0,3.0
08081754,Lettuce,2.23,2.79
08081754,Raisins,1,0.45
08081754,Diapers,40,96.0
08081754,Toilet Paper,18,4.5
08081754,Oranges,2.61,0.73
08081754,Milk,2,1.6
06073924,Tuna,3,3.0
06073924,Fish,1.37,1.92
06073924,Mushrooms,0.54,1.24
06073924,Lettuce,1.72,2.15
06073924,Soda,3,3.3
06073924,Pears,2.28,0.75
10007311,Cheese,0.5,0.95
10007311,Potatos,2.26,0.27
10007311,Detergent,0.5,0.75
10007311,Water,2,0.44
10007311,Toothpaste,2,1.6
10007311,Broccoli,1.72,0.53
10007311,Milk,5,4.0
10007311,Shampoo,1,3.11
10007311,Oranges,0.91,0.25
10007311,Peas,0.89,0.27
05095896,Salt,0.75,0.08
05095896,Crackers,2,1.4
05095896,Toilet Paper,6,1.5
05011356,Grapes,1.23,0.57
05083359,Pasta,1.5,0.75
05083359,Corn,1.74,0.35
05083359,Lemons,0.76,0.08
05083359,Pork,1.76,3.34
05083359,Tuna,2,2.0
05083359,Cookies,2,2.2
06059469,Raisins,0.25,0.11
06059469,Peaches,0.57,0.54
06059469,Tuna,5,5.0
06059469,Lemons,0.43,0.04
06059469,Diapers,32,76.8
06059469,Milk,2,1.6
06059469,Pasta,2.0,1.0
06059469,Beer,12,18.0
06059469,Tomatos,1.54,0.23
06059469,Chiken,1.97,3.55
05092544,Lemons,0.3,0.03
01096290,Soap,3,0.75
05004662,Raisins,0.25,0.11
05004662,Lemons,0.98,0.1
05004662,Soda,6,6.6
05004662,Diapers,32,76.8
09095201,Beef,2.47,5.43
09095201,Soap,1,0.25
09095201,Peas,1.56,0.47
09095201,Pork,3.27,6.21
09095201,Salt,0.75,0.08
09095201,Flour,2,1.0
09095201,Tuna,1,1.0
06083476,Corn,3.39,0.68
06083476,Cereal,2,5.6
06083476,Milk,3,2.4
06083476,Soap,4,1.0
00082475,Cheese,1.0,1.9
00082475,Fish,0.62,0.87
04006761,Pasta,1.5,0.75
04006761,Eggs,6,4.8
04006761,Oranges,1.66,0.46
04006761,Lettuce,1.68,2.1
04006761,Ham,2.0,3.2
04006761,Lemons,0.3,0.03
04006761,Peas,2.94,0.88
04006761,Potatos,2.54,0.3
02021881,Soap,1,0.25
02021881,Sugar,1.0,0.4
02021881,Diapers,8,19.2
02021881,Tuna,3,3.0
02021881,Soda,7,7.7
02021881,Crackers,3,2.1
02021881,Broccoli,0.75,0.23
02021881,Pears,2.58,0.85
02021881,Potatos,4.61,0.55
10086484,Pears,3.18,1.05
10086484,Salt,0.5,0.05
10086484,Soda,5,5.5
10086484,Sausages,1.0,2.4
10086484,Toothpaste,2,1.6
10086484,Apples,0.25,0.08
10086484,Peas,2.06,0.62
10086484,Soap,6,1.5
10086484,Cheese,0.5,0.95
10086484,Toilet Paper,6,1.5
06013014,Flour,2,1.0
06013014,Sugar,1.5,0.6
06013014,Pork,3.82,7.26
06013014,Lettuce,1.41,1.76
06013014,Tuna,1,1.0
06013014,Toothpaste,3,2.4
06013014,Fish,0.76,1.06
06013014,Raisins,1,0.45
00065912,Pasta,0.5,0.25
00065912,Lettuce,4.23,5.29
00065912,Cooking Oil,3.0,3.6
10046995,Detergent,1.0,1.5
10046995,Mushrooms,0.48,1.1
10046995,Cheese,0.5,0.95
10046995,Cookies,3,3.3
10046995,Peaches,0.87,0.82
10046995,Salt,0.5,0.05
10046995,Milk,3,2.4
10046995,Tomatos,0.28,0.04
04074083,Crackers,3,2.1
04074083,Cereal,3,8.4
04074083,Toothpaste,2,1.6
04074083,Bleach,1,0.8
04074083,Pork,1.98,3.76
04074083,Soap,3,0.75
02050105,Sausages,0.5,1.2
02050105,Cereal,3,8.4
02050105,Broccoli,0.52,0.16
02050105,Bleach,3,2.4
03071850,Soda,4,4.4
03071850,Raisins,0.25,0.11
03071850,Ham,1.5,2.4
03071850,Flour,2,1.0
03071850,Water,1,0.22
03071850,Cereal,1,2.8
03071850,Detergent,1.0,1.5
03071850,Cooking Oil,2.0,2.4
07047538,Lettuce,2.69,3.36
07047538,Lemons,0.67,0.07
07047538,Flour,1,0.5
07047538,Plums,0.76,0.76
07047538,Potatos,0.78,0.09
07047538,Eggs,12,9.6
07047538,Diapers,40,96.0
00048155,Peas,1.91,0.57
00048155,Pears,0.54,0.18
00048155,Beef,1.23,2.71
00048155,Cheese,1.5,2.85
00048155,Apples,3.43,1.03
00048155,Peaches,2.07,1.95
00058275,Bleach,2,1.6
00058275,Wine,2,6.8
00058275,Beef,1.76,3.87
01001002,Potatos,4.25,0.51
01001002,Cookies,3,3.3
01001002,Oranges,2.89,0.81
01001002,Corn,0.73,0.15
01001002,Water,4,0.88
01001002,Detergent,1.5,2.25
05006941,Flour,1,0.5
05006941,Salt,0.5,0.05
05006941,Grapes,1.49,0.69
05006941,Toothpaste,4,3.2
05006941,Diapers,16,38.4
05006941,Pork,1.73,3.29
05006941,Apples,1.98,0.59
05006941,Rice,2.0,1.5
05006941,Toilet Paper,24,6.0
05006941,Plums,0.8,0.8
10089857,Peaches,0.97,0.91
10089857,Shampoo,1,3.11
10089857,Cereal,1,2.8
10089857,Detergent,2.0,3.0
10089857,Rice,2.5,1.88
10089857,Sausages,1.5,3.6
10089857,Bleach,1,0.8
10089857,Water,4,0.88
00011553,Salt,0.75,0.08
00011553,Corn,1.33,0.27
00011553,Tuna,3,3.0
02049148,Tomatos,0.21,0.03
02049148,Diapers,32,76.8
02049148,Cookies,2,2.2
02049148,Beef,1.36,2.99
02049148,Bleach,2,1.6
02049148,Salt,0.75,0.08
10032761,Cheese,2.0,3.8
10032761,Mushrooms,0.4,0.92
10032761,Tuna,3,3.0
10032761,Crackers,2,1.4
10032761,Flour,1,0.5
10032761,Pork,0.73,1.39
10032761,Detergent,1.5,2.25
10032761,Toothpaste,1,0.8
09064832,Rice,2.5,1.88
09064832,Raisins,0.5,0.23
09064832,Plums,1.41,1.41
09064832,Lettuce,1.04,1.3
09064832,Cooking Oil,2.5,3.0
09064832,Eggs,6,4.8
09064832,Milk,6,4.8
00034439,Plums,0.43,0.43
00034439,Tomatos,1.23,0.18
00034439,Crackers,6,4.2
01050205,Carrots,2.51,0.5
05080118,Soap,1,0.25
04054490,Soap,1,0.25
04054490,Beef,1.48,3.26
10094186,Sausages,0.5,1.2
10094186,Rice,3.5,2.63
05049345,Soap,3,0.75
05069083,Pears,2.54,0.84
05069083,Water,6,1.32
05069083,Diapers,8,19.2
05069083,Ham,2.0,3.2
02097914,Grapes,1.92,0.88
02097914,Chiken,1.09,1.96
07042323,Corn,1.75,0.35
07042323,Cereal,3,8.4
07042323,Flour,2,1.0
07042323,Toilet Paper,12,3.0
07042323,Cheese,1.5,2.85
07042323,Ham,2.0,3.2
07042323,Mushrooms,0.68,1.56
07042323,Shampoo,1,3.11
06010456,Toothpaste,2,1.6
06010456,Wine,2,6.8
04043919,Raisins,0.5,0.23
04043919,Beef,1.09,2.4
04043919,Cereal,1,2.8
04043919,Cookies,5,5.5
04043919,Chiken,3.8,6.84
04043919,Shampoo,2,6.22
04043919,Diapers,40,96.0
07028088,Pork,1.37,2.6
07028088,Lettuce,3.28,4.1
07028088,Raisins,0.25,0.11
07028088,Broccoli,1.04,0.32
07028088,Toothpaste,1,0.8
10008608,Shampoo,1,3.11
00094266,Lettuce,3.57,4.46
00014208,Toilet Paper,24,6.0
00014208,Crackers,1,0.7
00014208,Pork,1.78,3.38
00014208,Mushrooms,0.5,1.15
05018024,Crackers,1,0.7
05018024,Plums,1.03,1.03
05018024,Beer,6,9.0
05018024,Chiken,1.52,2.74
05018024,Ham,1.0,1.6
05018024,Pork,3.7,7.03
05018024,Lettuce,1.85,2.31
05018024,Grapes,1.29,0.59
05018024,Wine,2,6.8
10001821,Cereal,3,8.4
10001821,Tuna,3,3.0
10001821,Detergent,1.5,2.25
10001821,Apples,3.33,1.0
05045821,Salt,0.25,0.03
05045821,Eggs,30,24.0
05045821,Grapes,0.55,0.25
01008274,Raisins,0.25,0.11
01008274,Pasta,1.0,0.5
01008274,Pork,3.91,7.43
03042220,Fish,1.47,2.06
03042220,Water,4,0.88
03042220,Rice,5.0,3.75
03042220,Tuna,6,6.0
06054740,Ham,0.5,0.8
06054740,Soap,3,0.75
06054740,Eggs,30,24.0
06054740,Tuna,1,1.0
08080785,Lettuce,4.93,6.16
08080785,Cooking Oil,3.0,3.6
08080785,Rice,1.0,0.75
00009119,Peas,2.68,0.8
00009119,Flour,3,1.5
00009119,Soda,8,8.8
10022890,Peaches,0.91,0.86
10022890,Ham,0.5,0.8
10022890,Plums,1.42,1.42
10022890,Rice,3.5,2.63
10022890,Shampoo,1,3.11
03089698,Chiken,0.7,1.26
03089698,Shampoo,2,6.22
03089698,Soda,3,3.3
03088413,Diapers,8,19.2
03088413,Water,5,1.1
03088413,Crackers,1,0.7
03088413,Lemons,0.77,0.08
03088413,Flour,1,0.5
03088413,Tomatos,1.79,0.27
03088413,Toilet Paper,6,1.5
03088413,Salt,0.25,0.03
03088413,Pears,1.4,0.46
03088413,Mushrooms,0.5,1.15
07052286,Apples,0.25,0.08
03000220,Cookies,2,2.2
03000220,Sugar,1.5,0.6
03000220,Potatos,1.53,0.18
03000220,Beer,24,36.0
03000220,Cheese,0.5,0.95
03000220,Apples,2.93,0.88
03000220,Water,1,0.22
03000220,Crackers,2,1.4
03000220,Toothpaste,2,1.6
04044176,Wine,1,3.4
01082732,Plums,0.42,0.42
01082732,Wine,2,6.8
01082732,Pears,0.2,0.07
01082732,Flour,2,1.0
01082732,Tomatos,2.57,0.39
01082732,Sausages,2.0,4.8
01082732,Cereal,1,2.8
01082732,Water,5,1.1
01082732,Lettuce,1.5,1.88
01082732,Cookies,5,5.5
00060944,Toilet Paper,18,4.5
04084218,Oranges,2.01,0.56
04084218,Corn,2.58,0.52
04084218,Water,1,0.22
04084218,Cooking Oil,3.0,3.6
04084218,Potatos,2.27,0.27
04084218,Carrots,3.62,0.72
04084218,Sugar,1.0,0.4
04084218,Toilet Paper,12,3.0
04046279,Oranges,2.18,0.61
04046279,Cookies,3,3.3
02028189,Wine,1,3.4
02028189,Pork,1.05,2.0
10035714,Peaches,0.71,0.67
10035714,Apples,0.5,0.15
10035714,Pasta,1.5,0.75
10035714,Oranges,3.52,0.99
10035714,Soda,7,7.7
10035714,Flour,3,1.5
07018439,Wine,3,10.2
07018439,Detergent,1.5,2.25
07018439,Apples,0.38,0.11
07018439,Beef,2.36,5.19
07018439,Crackers,3,2.1
07018439,Mushrooms,0.78,1.79
07003095,Toilet Paper,18,4.5
04077981,Peaches,1.36,1.28
04077981,Water,5,1.1
04077981,Mushrooms,0.83,1.91
10033430,Soda,2,2.2
10033430,Bleach,2,1.6
10033430,Pasta,1.0,0.5
10033430,Pears,2.15,0.71
10033430,Eggs,36,28.8
10033430,Lettuce,2.85,3.56
06084523,Soap,2,0.5
06084523,Cooking Oil,0.5,0.6
06084523,Detergent,0.5,0.75
06084523,Milk,1,0.8
00018371,Toothpaste,2,1.6
00018371,Broccoli,1.98,0.61
00018371,Peas,2.65,0.8
00018371,Fish,1.14,1.6
00018371,Pasta,1.0,0.5
00018371,Tuna,6,6.0
00018371,Rice,1.5,1.13
00018371,Potatos,0.33,0.04
00018371,Peaches,0.66,0.62
09061790,Toothpaste,4,3.2
09061790,Fish,1.32,1.85
09061790,Broccoli,1.15,0.36
09061790,Rice,2.0,1.5
09061790,Grapes,0.75,0.35
10014280,Milk,4,3.2
10014280,Tomatos,2.31,0.35
10014280,Pork,1.46,2.77
10014280,Soda,5,5.5
10014280,Peaches,2.1,1.97
10014280,Wine,3,10.2
01092745,Wine,2,6.8
01092745,Cooking Oil,2.5,3.0
01092745,Mushrooms,0.85,1.95
01092745,Carrots,1.61,0.32
01092745,Flour,2,1.0
01092745,Fish,1.44,2.02
07057898,Pasta,1.5,0.75
07057898,Crackers,5,3.5
07057898,Oranges,1.87,0.52
07057898,Sugar,2.0,0.8
07057898,Toothpaste,4,3.2
07057898,Chiken,3.58,6.44
07057898,Tuna,6,6.0
07057898,Diapers,24,57.6
07057898,Cookies,3,3.3
07080544,Shampoo,2,6.22
07080544,Cereal,1,2.8
07080544,Milk,5,4.0
07080544,Tomatos,0.36,0.05
07080544,Diapers,24,57.6
07080544,Soda,3,3.3
04017684,Diapers,48,115.2
04017684,Flour,1,0.5
04017684,Plums,0.9,0.9
04017684,Cooking Oil,1.0,1.2
04017684,Raisins,0.25,0.11
04017684,Carrots,3.54,0.71
04017684,Mushrooms,0.62,1.43
04017684,Apples,2.6,0.78
07020094,Pasta,1.5,0.75
07020094,Milk,1,0.8
07020094,Diapers,48,115.2
07020094,Cooking Oil,2.0,2.4
01016298,Lemons,0.59,0.06
01016298,Mushrooms,0.78,1.79
01016298,Pasta,2.0,1.0
01016298,Lettuce,4.89,6.11
01016298,Tomatos,0.27,0.04
01016298,Salt,0.5,0.05
01016298,Apples,0.56,0.17
00032211,Cooking Oil,1.0,1.2
06092348,Flour,1,0.5
06092348,Fish,1.94,2.72
06092348,Grapes,2.51,1.15
06092348,Pork,2.95,5.61
06092348,Toilet Paper,12,3.0
06092348,Milk,2,1.6
06092348,Rice,4.0,3.0
06092348,Cookies,1,1.1
09098262,Toilet Paper,12,3.0
09098262,Milk,3,2.4
09098262,Bleach,3,2.4
09098262,Peaches,1.53,1.44
09098262,Sugar,2.0,0.8
09098262,Cheese,0.5,0.95
04082282,Water,3,0.66
04082282,Cereal,2,5.6
04082282,Lettuce,1.58,1.98
04082282,Milk,3,2.4
04082282,Soap,3,0.75
06016317,Eggs,18,14.4
06016317,Ham,2.0,3.2
06016317,Plums,0.39,0.39
06016317,Grapes,0.77,0.35
06016317,Crackers,2,1.4
06016317,Apples,3.23,0.97
06016317,Beef,2.73,6.01
06016317,Soap,6,1.5
06016317,Flour,1,0.5
06016317,Raisins,0.25,0.11
05091899,Pears,1.27,0.42
05091899,Tuna,1,1.0
05091899,Crackers,1,0.7
05016924,Soap,3,0.75
05016924,Mushrooms,0.84,1.93
05016924,Pork,1.81,3.44
05016924,Fish,0.56,0.78
07073138,Salt,1.0,0.1
07073138,Wine,3,10.2
07073138,Soap,1,0.25
07073138,Soda,7,7.7
03077015,Water,6,1.32
03077015,Cookies,3,3.3
03077015,Rice,1.5,1.13
03077015,Soda,1,1.1
03077015,Sugar,1.0,0.4
03077015,Beef,1.74,3.83
03077015,Corn,3.14,0.63
03077015,Sausages,1.5,3.6
08085980,Broccoli,1.19,0.37
08085980,Shampoo,2,6.22
08085980,Pork,3.31,6.29
08085980,Salt,1.0,0.1
08085980,Cookies,4,4.4
08085980,Pears,3.21,1.06
08085980,Sausages,2.0,4.8
08085980,Apples,2.45,0.74
08085980,Plums,0.75,0.75
09040882,Beef,1.58,3.48
09040882,Wine,2,6.8
01000591,Bleach,3,2.4
01000591,Broccoli,1.94,0.6
01000591,Cookies,6,6.6
01000591,Oranges,2.19,0.61
01000591,Shampoo,1,3.11
01000591,Corn,1.97,0.39
08074556,Cooking Oil,0.5,0.6
08074556,Rice,2.5,1.88
06025637,Salt,0.25,0.03
06025637,Water,3,0.66
06025637,Cookies,5,5.5
06025637,Toothpaste,4,3.2
06025637,Ham,1.0,1.6
04008534,Raisins,0.25,0.11
04008534,Lettuce,4.16,5.2
04008534,Soda,6,6.6
04008534,Salt,1.0,0.1
04008534,Pears,2.56,0.84
04008534,Beef,1.42,3.12
04042931,Crackers,3,2.1
01066540,Eggs,6,4.8
01066540,Sugar,1.5,0.6
01066540,Broccoli,0.9,0.28
01066540,Toilet Paper,12,3.0
01066540,Grapes,2.8,1.29
09033126,Chiken,2.75,4.95
09033126,Toothpaste,2,1.6
09033126,Ham,0.5,0.8
09033126,Shampoo,1,3.11
09033126,Cheese,0.5,0.95
09033126,Corn,2.91,0.58
07051060,Soap,3,0.75
07051060,Lettuce,3.28,4.1
07051060,Plums,0.91,0.91
07051060,Apples,1.93,0.58
07051060,Pasta,1.5,0.75
07051060,Wine,2,6.8
07051060,Sugar,2.0,0.8
07051060,Toothpaste,3,2.4
03079571,Oranges,0.69,0.19
03079571,Fish,1.2,1.68
03079571,Flour,3,1.5
03079571,Pears,1.72,0.57
03079571,Cookies,2,2.2
03079571,Detergent,2.0,3.0
03079571,Raisins,0.5,0.23
03079571,Pasta,1.5,0.75
03079571,Toothpaste,3,2.4
00034605,Rice,3.5,2.63
00034605,Cookies,5,5.5
00034605,Fish,0.93,1.3
00034605,Ham,0.5,0.8
00034605,Shampoo,1,3.11
00034605,Carrots,2.83,0.57
00034605,Grapes,2.31,1.06
00034605,Peaches,1.79,1.68
00034605,Diapers,40,96.0
00034605,Raisins,0.5,0.23
02011628,Shampoo,1,3.11
02011628,Mushrooms,0.84,1.93
02011628,Raisins,1,0.45
09037857,Peaches,1.87,1.76
09037857,Corn,1.34,0.27
09037857,Diapers,8,19.2
00067715,Cooking Oil,1.0,1.2
00067715,Grapes,1.73,0.8
00067715,Lemons,0.56,0.06
00067715,Rice,2.0,1.5
00067715,Fish,1.39,1.95
00067715,Salt,0.75,0.08
00067715,Chiken,3.05,5.49
00067715,Cheese,1.5,2.85
07087007,Chiken,1.81,3.26
07087007,Mushrooms,0.82,1.89
07087007,Raisins,0.25,0.11
07087007,Cereal,1,2.8
07087007,Flour,2,1.0
07087007,Salt,0.25,0.03
07087007,Soda,1,1.1
07087007,Toilet Paper,12,3.0
07087007,Pork,1.84,3.5
07087007,Tomatos,0.3,0.05
00039787,Cereal,1,2.8
00039787,Flour,2,1.0
00039787,Ham,0.5,0.8
00039787,Tomatos,2.93,0.44
00039787,Oranges,2.67,0.75
08063912,Flour,3,1.5
08063912,Ham,1.0,1.6
03088575,Sugar,0.5,0.2
03088575,Plums,0.44,0.44
03088575,Grapes,1.97,0.91
01064152,Cooking Oil,1.0,1.2
01064152,Flour,1,0.5
01064152,Sugar,2.0,0.8
03020735,Toothpaste,3,2.4
03020735,Apples,3.63,1.09
03020735,Flour,3,1.5
03020735,Fish,1.73,2.42
03020735,Beef,2.95,6.49
03020735,Rice,2.0,1.5
03020735,Carrots,1.14,0.23
03020735,Pasta,0.5,0.25
03020735,Cereal,3,8.4
03020735,Oranges,1.2,0.34
05082845,Soda,7,7.7
05082845,Beer,18,27.0
05082845,Eggs,6,4.8
01044324,Pork,3.67,6.97
01044324,Potatos,2.67,0.32
01044324,Rice,3.5,2.63
01044324,Diapers,24,57.6
01044324,Lemons,0.63,0.06
01044324,Beef,1.93,4.25
05031133,Corn,1.75,0.35
05031133,Soda,7,7.7
05031133,Beef,0.73,1.61
05031133,Tomatos,1.19,0.18
05031133,Mushrooms,0.78,1.79
02082663,Tomatos,2.95,0.44
02082663,Detergent,2.0,3.0
02082663,Peas,0.89,0.27
02082663,Cereal,1,2.8
02082663,Toilet Paper,18,4.5
05014270,Soap,4,1.0
05014270,Milk,1,0.8
10093214,Water,5,1.1
10093214,Oranges,2.75,0.77
10093214,Grapes,1.88,0.86
10093214,Ham,2.0,3.2
10093214,Salt,0.25,0.03
10093214,Rice,4.5,3.38
10093214,Pears,0.63,0.21
10093214,Tuna,1,1.0
10093214,Sugar,1.0,0.4
10093214,Detergent,0.5,0.75
00067997,Chiken,2.29,4.12
00067997,Toilet Paper,18,4.5
07081889,Corn,2.38,0.48
07081889,Diapers,32,76.8
07081889,Fish,0.72,1.01
07081889,Broccoli,1.11,0.34
07081889,Toothpaste,4,3.2
07081889,Grapes,1.2,0.55
07081889,Mushrooms,0.54,1.24
07081889,Sugar,2.0,0.8
07081889,Oranges,0.82,0.23
07081889,Tomatos,1.71,0.26
05084971,Tuna,2,2.0
05084971,Oranges,2.53,0.71
05084971,Eggs,18,14.4
05084971,Chiken,1.67,3.01
08065683,Cheese,0.5,0.95
08065683,Beef,1.7,3.74
08065683,Apples,2.59,0.78
08065683,Flour,3,1.5
08065683,Shampoo,1,3.11
08065683,Sausages,0.5,1.2
08065683,Ham,1.0,1.6
08065683,Tomatos,1.24,0.19
08065683,Peas,0.6,0.18
08065683,Cookies,2,2.2
01046243,Potatos,4.9,0.59
01046243,Salt,0.5,0.05
01046243,Toilet Paper,6,1.5
01046243,Mushrooms,0.85,1.95
01046243,Beer,6,9.0
01046243,Corn,2.8,0.56
01046243,Wine,1,3.4
01046243,Lemons,0.46,0.05
01046243,Grapes,2.96,1.36
00001044,Mushrooms,0.96,2.21
00001044,Rice,5.0,3.75
